X,Y,OBJECTID,DISTRICT,ROUTE,ROUTE_SFX,COUNTY,PM_PFX,PM,PM_SFX,LOCATION_DESCRIPTION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT
-123.191169339,40.545931803,980,2,3,,TRI,,6.22,,MORGAN HILL ROAD,210.0,2350.0,1950.0,250.0,2350.0,2000.0
-123.181590911,40.554133683,981,2,3,,TRI,,7.2,,HAYFORK,360.0,3950.0,2850.0,360.0,3950.0,2850.0
-123.181590911,40.554133683,982,2,3,,TRI,,7.2,,HAYFORK,360.0,3950.0,2850.0,360.0,3950.0,2850.0
-122.939341281,40.6512902470001,983,2,3,,TRI,L,30.89,,"WEAVERVILLE, NORTH JCT. RTE. 299",220.0,2300.0,1900.0,380.0,3600.0,3050.0
-122.939341281,40.6512902470001,984,2,3,,TRI,L,30.89,,"WEAVERVILLE, NORTH JCT. RTE. 299",220.0,2300.0,1900.0,380.0,3600.0,3050.0
-122.924601652,40.741667965,985,2,3,,TRI,,31.94,,TOM BELL ROAD,270.0,2300.0,2150.0,210.0,2250.0,2150.0
-122.924601652,40.741667965,986,2,3,,TRI,,31.94,,TOM BELL ROAD,270.0,2300.0,2150.0,210.0,2250.0,2150.0
-122.890496087,40.7951717920001,987,2,3,,TRI,,37.9,,RUSH CREEK ROAD,180.0,1750.0,1100.0,80.0,940.0,610.0
-122.890496087,40.7951717920001,988,2,3,,TRI,,37.9,,RUSH CREEK ROAD,180.0,1750.0,1100.0,80.0,940.0,610.0
-122.711188704,40.981646633,989,2,3,,TRI,,59.64,,TRINITY CENTER STATE HIGHWAY MAINTENANCE STATION,70.0,710.0,480.0,70.0,620.0,480.0
-122.711188704,40.981646633,990,2,3,,TRI,,59.64,,TRINITY CENTER STATE HIGHWAY MAINTENANCE STATION,70.0,710.0,480.0,70.0,620.0,480.0
-122.707034432,41.086284635,991,2,3,,TRI,,67.894,,COFFEE CREEK RD,50.0,710.0,490.0,40.0,440.0,220.0
-122.707034432,41.086284635,992,2,3,,TRI,,67.894,,COFFEE CREEK RD,50.0,710.0,490.0,40.0,440.0,220.0
-122.645822612,41.234271891,993,2,3,,TRI,R,79.501,,U. S. FOREST SERVICE ROAD,30.0,230.0,150.0,30.0,210.0,140.0
-122.645822612,41.234271891,994,2,3,,TRI,R,79.501,,U. S. FOREST SERVICE ROAD,30.0,230.0,150.0,30.0,210.0,140.0
-122.697618993,41.2756450590001,995,2,3,,TRI,T,85.068,,TRINITY/SISKIYOU COUNTY LINE,30.0,210.0,140.0,,,
-122.697618993,41.2756450590001,996,2,3,,TRI,T,85.068,,TRINITY/SISKIYOU COUNTY LINE,30.0,210.0,140.0,,,
-122.697618993,41.2756450590001,997,2,3,,SIS,,0.408,,TRINITY/SISKIYOU COUNTY LINE,,,,30.0,240.0,150.0
-122.697618993,41.2756450590001,998,2,3,,SIS,,0.408,,TRINITY/SISKIYOU COUNTY LINE,,,,30.0,240.0,150.0
-122.769097197,41.310368532,999,2,3,,SIS,,6.955,,GAZELLE ROAD,30.0,240.0,150.0,50.0,440.0,270.0
-122.769097197,41.310368532,1000,2,3,,SIS,,6.955,,GAZELLE ROAD,30.0,240.0,150.0,50.0,440.0,270.0
-122.801380754,41.309415164,1001,2,3,,SIS,,8.8,,CALLAHAN,50.0,440.0,270.0,70.0,640.0,400.0
-122.801380754,41.309415164,1002,2,3,,SIS,,8.8,,CALLAHAN,50.0,440.0,270.0,70.0,640.0,400.0
-122.888479475,41.461443079,1003,2,3,,SIS,R,21.0,,"ETNA, MAIN STREET",120.0,1900.0,1200.0,140.0,2250.0,1400.0
-122.888479475,41.461443079,1004,2,3,,SIS,R,21.0,,"ETNA, MAIN STREET",120.0,1900.0,1200.0,140.0,2250.0,1400.0
-122.896866207,41.463295149,1005,2,3,,SIS,R,21.472,,COLLIER WAY,140.0,2250.0,1400.0,190.0,2150.0,1900.0
-122.896866207,41.463295149,1006,2,3,,SIS,R,21.472,,COLLIER WAY,140.0,2250.0,1400.0,190.0,2150.0,1900.0
-122.846347932,41.601455,1007,2,3,,SIS,,32.2,,"FORT JONES, SCOTT RIVER ROAD",250.0,2800.0,2450.0,380.0,4050.0,3550.0
-122.846347932,41.601455,1008,2,3,,SIS,,32.2,,"FORT JONES, SCOTT RIVER ROAD",250.0,2800.0,2450.0,380.0,4050.0,3550.0
-122.752748533,41.6327678970001,1009,2,3,,SIS,,38.258,,MOFFETT CREEK ROAD,240.0,3000.0,2650.0,310.0,3150.0,2950.0
-122.752748533,41.6327678970001,1010,2,3,,SIS,,38.258,,MOFFETT CREEK ROAD,240.0,3000.0,2650.0,310.0,3150.0,2950.0
-122.684101436,41.675217376,1011,2,3,,SIS,,44.67,,FOREST MOUNTAIN RANCH,310.0,3150.0,2950.0,310.0,3150.0,2950.0
-122.684101436,41.675217376,1012,2,3,,SIS,,44.67,,FOREST MOUNTAIN RANCH,310.0,3150.0,2950.0,310.0,3150.0,2950.0
-122.645150694,41.703812574,1013,2,3,,SIS,L,47.264,,"YREKA, MOONLIT OAKS AVENUE",1450.0,14700.0,13600.0,1100.0,6800.0,6300.0
-122.645150694,41.703812574,1014,2,3,,SIS,L,47.264,,"YREKA, MOONLIT OAKS AVENUE",1450.0,14700.0,13600.0,1100.0,6800.0,6300.0
-122.640068896,41.716226717,1015,2,3,,SIS,L,48.164,,"YREKA, OBERLIN ROAD",1100.0,10900.0,10100.0,940.0,6800.0,6600.0
-122.640239274,41.7162505970001,1016,2,3,,SIS,L,48.164,,"YREKA, OBERLIN ROAD",1100.0,10900.0,10100.0,940.0,6800.0,6600.0
-122.635871389,41.730894746,1017,2,3,,SIS,L,49.207,,"YREKA, CENTER STREET",890.0,9100.0,8800.0,860.0,8500.0,8200.0
-122.635871389,41.730894746,1018,2,3,,SIS,L,49.207,,"YREKA, CENTER STREET",890.0,9100.0,8800.0,860.0,8500.0,8200.0
-122.633376624,41.740304488,1019,2,3,,SIS,L,49.871,,"YREKA, JCT. RTE. 263 NORTH",470.0,4800.0,4350.0,510.0,5900.0,5700.0
-122.633376624,41.740304488,1020,2,3,,SIS,L,49.871,,"YREKA, JCT. RTE. 263 NORTH",470.0,4800.0,4350.0,510.0,5900.0,5700.0
-122.627709947,41.73956945,1021,2,3,,SIS,L,50.159,,"YREKA, JCT. RTE. 5",510.0,5900.0,5700.0,,,
-122.627709947,41.73956945,1022,2,3,,SIS,L,50.159,,"YREKA, JCT. RTE. 5",510.0,5900.0,5700.0,,,
-122.627709947,41.73956945,1023,2,3,,SIS,R,47.38,,"YREKA, JCT. RTE. 5",,,,320.0,3350.0,3250.0
-122.627709947,41.73956945,1024,2,3,,SIS,R,47.38,,"YREKA, JCT. RTE. 5",,,,320.0,3350.0,3250.0
-122.598853633,41.7410970220001,1025,2,3,,SIS,R,48.955,,"YREKA, AGER ROAD",320.0,3350.0,3250.0,210.0,2350.0,2300.0
-122.598853633,41.7410970220001,1026,2,3,,SIS,R,48.955,,"YREKA, AGER ROAD",320.0,3350.0,3250.0,210.0,2350.0,2300.0
-122.593119994,41.7354181470001,1027,2,3,,SIS,R,49.454,,"YREKA, PHILIPE LANE",250.0,2350.0,2300.0,210.0,2350.0,2300.0
-122.593119994,41.7354181470001,1028,2,3,,SIS,R,49.454,,"YREKA, PHILIPE LANE",250.0,2350.0,2300.0,210.0,2350.0,2300.0
-122.530225055,41.724582379,1029,2,3,,SIS,,53.22,,"MONTAGUE, GRENADA ROAD",160.0,1700.0,1650.0,290.0,3400.0,3300.0
-122.530225055,41.724582379,1030,2,3,,SIS,,53.22,,"MONTAGUE, GRENADA ROAD",160.0,1700.0,1650.0,290.0,3400.0,3300.0
-122.51559579,41.7248450710001,1031,2,3,,SIS,,54.187,,"MONTAGUE, EAST CITY LIMITS",270.0,2750.0,2700.0,,,
-122.51559579,41.7248450710001,1032,2,3,,SIS,,54.187,,"MONTAGUE, EAST CITY LIMITS",270.0,2750.0,2700.0,,,
-122.272473095,38.0159696310001,1033,4,4,,CC,L,0.0,,SAN PABLO AVE,,,,2350.0,27500.0,27000.0
-122.272473095,38.0159696310001,1034,4,4,,CC,L,0.0,,SAN PABLO AVE,,,,2350.0,27500.0,27000.0
-122.269379293,38.015058412,1035,4,4,,CC,L,0.178,,"HERCULES, JCT. RTE. 80",2450.0,28000.0,27500.0,,,
-122.269357677,38.0151330950001,1036,4,4,,CC,L,0.178,,"HERCULES, JCT. RTE. 80",2450.0,28000.0,27500.0,,,
-122.269379293,38.015058412,1037,4,4,,CC,,0.0,,"HERCULES, JCT. RTE. 80",,,,4200.0,46000.0,44500.0
-122.269357677,38.0151330950001,1038,4,4,,CC,,0.0,,"HERCULES, JCT. RTE. 80",,,,4200.0,46000.0,44500.0
-122.255548559,38.013781292,1039,4,4,,CC,R,0.778,,"HERCULES, WILLOW AVENUE",2450.0,36000.0,33500.0,2950.0,42500.0,39500.0
-122.255445118,38.0139790010001,1040,4,4,,CC,R,0.778,,"HERCULES, WILLOW AVENUE",2450.0,36000.0,33500.0,2950.0,42500.0,39500.0
-122.177974606,38.015031166,1041,4,4,,CC,R,5.168,,MC EWEN ROAD,3450.0,49000.0,45500.0,5000.0,56000.0,53000.0
-122.177939594,38.0152142050001,1042,4,4,,CC,R,5.168,,MC EWEN ROAD,3450.0,49000.0,45500.0,5000.0,56000.0,53000.0
-122.130296367,37.990539622,1043,4,4,,CC,R,8.549,,"MARTINEZ, ALHAMBRA BOULEVARD",3600.0,52000.0,48000.0,4750.0,69000.0,63000.0
-122.130368295,37.9906709590001,1044,4,4,,CC,R,8.549,,"MARTINEZ, ALHAMBRA BOULEVARD",3600.0,52000.0,48000.0,4750.0,69000.0,63000.0
-122.120198009,37.994954572,1045,4,4,,CC,R,9.185,,"MARTINEZ, PINE STREET",4750.0,69000.0,63000.0,4700.0,68000.0,62000.0
-122.12031667,37.9951062000001,1046,4,4,,CC,R,9.185,,"MARTINEZ, PINE STREET",4750.0,69000.0,63000.0,4700.0,68000.0,62000.0
-122.10099198,37.9918223660001,1047,4,4,,CC,R,10.33,,"MARTINEZ, MORELLO AVENUE",4700.0,68000.0,62000.0,6200.0,71000.0,68000.0
-122.100998922,37.9921094900001,1048,4,4,,CC,R,10.33,,"MARTINEZ, MORELLO AVENUE",4700.0,68000.0,62000.0,6200.0,71000.0,68000.0
-122.086838784,37.9909862040001,1049,4,4,,CC,R,11.126,,MILANO WAY,5600.0,80000.0,74000.0,6200.0,71000.0,68000.0
-122.086743596,37.9912600220001,1050,4,4,,CC,R,11.126,,MILANO WAY,5600.0,80000.0,74000.0,6200.0,71000.0,68000.0
-122.081786964,37.9913279420001,1051,4,4,,CC,R,11.4,,PACHECO BLVD,5600.0,80000.0,74000.0,6000.0,86000.0,81000.0
-122.081769237,37.991589725,1052,4,4,,CC,R,11.4,,PACHECO BLVD,5600.0,80000.0,74000.0,6000.0,86000.0,81000.0
-122.069821016,37.9945397400001,1053,4,4,,CC,,12.667,,JCT. RTE. 680,6000.0,86000.0,81000.0,5800.0,83000.0,78000.0
-122.069967474,37.9946318450001,1054,4,4,,CC,,12.667,,JCT. RTE. 680,6000.0,86000.0,81000.0,5800.0,83000.0,78000.0
-122.053380309,38.000835626,1055,4,4,,CC,R,13.65,,SOLANO WAY,5800.0,83000.0,78000.0,6100.0,86000.0,81000.0
-122.053506323,38.001062446,1056,4,4,,CC,R,13.65,,SOLANO WAY,5800.0,83000.0,78000.0,6100.0,86000.0,81000.0
-122.036325651,38.0057632900001,1057,4,4,,CC,R,14.668,,"CONCORD, JCT. RTE. 242",6100.0,86000.0,81000.0,13700.0,193000.0,182000.0
-122.036060489,38.0061711910001,1058,4,4,,CC,R,14.668,,"CONCORD, JCT. RTE. 242",6100.0,86000.0,81000.0,13700.0,193000.0,182000.0
-122.023041384,38.009475519,1059,4,4,,CC,R,15.424,,"CONCORD, PORT CHICAGO HIGHWAY WEST",13700.0,193000.0,182000.0,9000.0,123000.0,119000.0
-122.023137479,38.0098629290001,1060,4,4,,CC,R,15.424,,"CONCORD, PORT CHICAGO HIGHWAY WEST",13700.0,193000.0,182000.0,9000.0,123000.0,119000.0
-121.997680398,38.013506384,1061,4,4,,CC,R,16.834,,WILLOW PASS ROAD (WEST),13700.0,193000.0,182000.0,12500.0,178000.0,170000.0
-121.997925449,38.01382828,1062,4,4,,CC,R,16.834,,WILLOW PASS ROAD (WEST),13700.0,193000.0,182000.0,12500.0,178000.0,170000.0
-121.9648446,38.022687885,1063,4,4,,CC,R,18.83,,WILLOW PASS RD (EAST)/SAN MARCO BLVD,12500.0,179000.0,170000.0,11200.0,162000.0,152000.0
-121.964777361,38.0229085610001,1064,4,4,,CC,R,18.83,,WILLOW PASS RD (EAST)/SAN MARCO BLVD,12500.0,179000.0,170000.0,11200.0,162000.0,152000.0
-121.942201462,38.0187760370001,1065,4,4,,CC,R,20.102,,BAILEY ROAD,11200.0,162000.0,153000.0,11700.0,170000.0,160000.0
-121.942205334,38.0190980040001,1066,4,4,,CC,R,20.102,,BAILEY ROAD,11200.0,162000.0,153000.0,11700.0,170000.0,160000.0
-121.889562742,38.0167965570001,1067,4,4,,CC,,23.049,,"PITTSBURG, RAILROAD AVENUE",11700.0,170000.0,160000.0,11400.0,163000.0,160000.0
-121.889448564,38.0171504360001,1068,4,4,,CC,,23.049,,"PITTSBURG, RAILROAD AVENUE",11700.0,170000.0,160000.0,11400.0,163000.0,160000.0
-121.867474945,38.011737715,1069,4,4,,CC,,24.321,,"PITTSBURG, LOVERIDGE ROAD",11400.0,163000.0,160000.0,12300.0,173000.0,171000.0
-121.867030441,38.011946638,1070,4,4,,CC,,24.321,,"PITTSBURG, LOVERIDGE ROAD",11400.0,163000.0,160000.0,12300.0,173000.0,171000.0
-121.837348343,38.0037459930001,1071,4,4,,CC,,26.007,,"ANTIOCH, SOMERSVILLE ROAD",12300.0,173000.0,171000.0,12600.0,174000.0,163000.0
-121.837296039,38.0038968000001,1072,4,4,,CC,,26.007,,"ANTIOCH, SOMERSVILLE ROAD",12300.0,173000.0,171000.0,12600.0,174000.0,163000.0
-121.821598229,37.9993846990001,1073,4,4,,CC,,26.939,,"ANTIOCH, CONTRA LOMA BOULEVARD",12600.0,174000.0,163000.0,12100.0,168000.0,149000.0
-121.821572033,37.9995638010001,1074,4,4,,CC,,26.939,,"ANTIOCH, CONTRA LOMA BOULEVARD",12600.0,174000.0,163000.0,12100.0,168000.0,149000.0
-121.815514069,37.9980658530001,1075,4,4,,CC,,27.294,,"ANTIOCH, G STREET",12100.0,168000.0,149000.0,12100.0,168000.0,149000.0
-121.815479179,37.998222502,1076,4,4,,CC,,27.294,,"ANTIOCH, G STREET",12100.0,168000.0,149000.0,12100.0,168000.0,149000.0
-121.806279656,37.9980755390001,1077,4,4,,CC,R,27.79,,"ANTIOCH, A STREET/LONETREE",12100.0,168000.0,149000.0,10900.0,148000.0,137000.0
-121.806318794,37.9982701930001,1078,4,4,,CC,R,27.79,,"ANTIOCH, A STREET/LONETREE",12100.0,168000.0,149000.0,10900.0,148000.0,137000.0
-121.78536522,37.996105512,1079,4,4,,CC,R,28.94,,"ANTIOCH, HILLCREST AVENUE",10900.0,148000.0,137000.0,9400.0,126000.0,117000.0
-121.785513331,37.9963407600001,1080,4,4,,CC,R,28.94,,"ANTIOCH, HILLCREST AVENUE",10900.0,148000.0,137000.0,9400.0,126000.0,117000.0
-121.758718304,37.9903823970001,1081,4,4,,CC,R,30.439,,JCT. RTE. 160,9400.0,126000.0,117000.0,7900.0,106000.0,98000.0
-121.758252427,37.99055717,1082,4,4,,CC,R,30.439,,JCT. RTE. 160,9400.0,126000.0,117000.0,7900.0,106000.0,98000.0
-121.744410629,37.9788209000001,1083,4,4,,CC,R,31.368,,LAUREL ROAD,7900.0,106000.0,98000.0,4700.0,63000.0,58000.0
-121.744061195,37.9790104640001,1084,4,4,,CC,R,31.368,,LAUREL ROAD,7900.0,106000.0,98000.0,4700.0,63000.0,58000.0
-121.743041954,37.96195641,1085,4,4,,CC,R,32.937,,LONE TREE WAY,4700.0,63000.0,58000.0,5300.0,69000.0,63000.0
-121.742458601,37.9619611580001,1086,4,4,,CC,R,32.937,,LONE TREE WAY,4700.0,63000.0,58000.0,5300.0,69000.0,63000.0
-121.742069564,37.94391195,1087,4,4,,CC,R,34.253,,SAND CREEK RD,5300.0,69000.0,63000.0,1150.0,52000.0,47500.0
-121.741550431,37.9438843780001,1088,4,4,,CC,R,34.253,,SAND CREEK RD,5300.0,69000.0,63000.0,1150.0,52000.0,47500.0
-121.73289285,37.9252758600001,1089,4,4,,CC,R,35.598,,BALFOUR ROAD,1150.0,52000.0,47500.0,2650.0,32000.0,31000.0
-121.732789329,37.9252957690001,1090,4,4,,CC,R,35.598,,BALFOUR ROAD,1150.0,52000.0,47500.0,2650.0,32000.0,31000.0
-121.712810892,37.895805839,1091,4,4,,CC,R,38.049,,MARSH CREEK/VASCO RD,2650.0,32000.0,31000.0,1650.0,18300.0,17700.0
-121.712691243,37.895894571,1092,4,4,,CC,R,38.049,,MARSH CREEK/VASCO RD,2650.0,32000.0,31000.0,1650.0,18300.0,17700.0
-121.641314154,37.8964195720001,1093,4,4,,CC,R,41.96,,MARSH CREEK ROAD,1650.0,18300.0,17700.0,2650.0,29500.0,28500.0
-121.641314154,37.8964195720001,1094,4,4,,CC,R,41.96,,MARSH CREEK ROAD,1650.0,18300.0,17700.0,2650.0,29500.0,28500.0
-121.64102642,37.8903266090001,1095,4,4,,CC,R,44.367,,BYRON HIGHWAY,2650.0,29500.0,28500.0,2650.0,26000.0,25000.0
-121.640871261,37.890435401,1096,4,4,,CC,R,44.367,,BYRON HIGHWAY,2650.0,29500.0,28500.0,2650.0,26000.0,25000.0
-121.602259976,37.8900722430001,1097,4,4,,CC,,46.46,,DISCOVERY BAY BOULEVARD,2650.0,26000.0,25000.0,1350.0,11600.0,11100.0
-121.602254212,37.8901891400001,1098,4,4,,CC,,46.46,,DISCOVERY BAY BOULEVARD,2650.0,26000.0,25000.0,1350.0,11600.0,11100.0
-121.569974655,37.890904569,1099,4,4,,CC,,48.392,,CONTRA COSTA/SAN JOAQUIN COUNTY LINE,1350.0,11600.0,11100.0,,,
-121.569974655,37.890904569,1100,4,4,,CC,,48.392,,CONTRA COSTA/SAN JOAQUIN COUNTY LINE,1350.0,11600.0,11100.0,,,
-121.569974655,37.890904569,1101,10,4,,SJ,,0.0,,CONTRA COSTA/SAN JOAQUIN COUNTY LINE,,,,1400.0,15200.0,13600.0
-121.569974655,37.890904569,1102,10,4,,SJ,,0.0,,CONTRA COSTA/SAN JOAQUIN COUNTY LINE,,,,1400.0,15200.0,13600.0
-121.466673686,37.9021746020001,1103,10,4,,SJ,R,6.025,,TRACY BLVD,1400.0,15200.0,13600.0,1350.0,14400.0,12800.0
-121.466673686,37.9021746020001,1104,10,4,,SJ,R,6.025,,TRACY BLVD,1400.0,15200.0,13600.0,1350.0,14400.0,12800.0
-121.397050338,37.926855948,1105,10,4,,SJ,,10.49,,INLAND DRIVE,1500.0,15600.0,14000.0,1550.0,16800.0,14800.0
-121.397017608,37.92690932,1106,10,4,,SJ,,10.49,,INLAND DRIVE,1500.0,15600.0,14000.0,1550.0,16800.0,14800.0
-121.375367716,37.9268853250001,1107,10,4,,SJ,,11.672,,MAYBECK ROAD,1550.0,17400.0,15400.0,1600.0,18500.0,15700.0
-121.375367716,37.9268853250001,1108,10,4,,SJ,,11.672,,MAYBECK ROAD,1550.0,17400.0,15400.0,1600.0,18500.0,15700.0
-121.341317029,37.926949134,1109,10,4,,SJ,T,13.533,,"JOHN TURK RD,LT",1350.0,16200.0,14600.0,1750.0,17300.0,16400.0
-121.341317029,37.926949134,1110,10,4,,SJ,T,13.533,,"JOHN TURK RD,LT",1350.0,16200.0,14600.0,1750.0,17300.0,16400.0
-121.33242549,37.927492499,1111,10,4,,SJ,T,14.023,,ROBERTS ISLAND ROAD,1750.0,17300.0,16400.0,1850.0,19400.0,17100.0
-121.33242549,37.927492499,1112,10,4,,SJ,T,14.023,,ROBERTS ISLAND ROAD,1750.0,17300.0,16400.0,1850.0,19400.0,17100.0
-121.311954069,37.9328871450001,1113,10,4,,SJ,,15.09,,FRESNO AVENUE,2750.0,21000.0,18700.0,1900.0,20500.0,17400.0
-121.311949543,37.933009956,1114,10,4,,SJ,,15.09,,FRESNO AVENUE,2750.0,21000.0,18700.0,1900.0,20500.0,17400.0
-121.299892486,37.936094978,1115,10,4,,SJ,,15.8,,NAVY DRIVE/STOCKTON STREET,2450.0,22600.0,20100.0,2700.0,17500.0,16100.0
-121.29987746,37.9362321950001,1116,10,4,,SJ,,15.8,,NAVY DRIVE/STOCKTON STREET,2450.0,22600.0,20100.0,2700.0,17500.0,16100.0
-121.300620002,37.9482343130001,1117,10,4,,SJ,R,16.059,,"STOCKTON, NORTH JCT RTE 5",1950.0,17700.0,16000.0,8200.0,102000.0,98000.0
-121.30078642,37.948424935,1118,10,4,,SJ,R,16.059,,"STOCKTON, NORTH JCT RTE 5",1950.0,17700.0,16000.0,8200.0,102000.0,98000.0
-121.28287107,37.951226879,1119,10,4,,SJ,R,17.052,,STANISLAUS STREET,8300.0,104000.0,99000.0,9900.0,133000.0,122000.0
-121.282921089,37.9514361220001,1120,10,4,,SJ,R,17.052,,STANISLAUS STREET,8300.0,104000.0,99000.0,9900.0,133000.0,122000.0
-121.271177546,37.953260347,1121,10,4,,SJ,R,17.706,,"STOCKTON, WILSON WAY",9900.0,133000.0,122000.0,8500.0,121000.0,107000.0
-121.271229901,37.9534470510001,1122,10,4,,SJ,R,17.706,,"STOCKTON, WILSON WAY",9900.0,133000.0,122000.0,8500.0,121000.0,107000.0
-121.253623598,37.9596339300001,1123,10,4,,SJ,R,18.773,,"STOCKTON, FILBERT STREET",8500.0,121000.0,107000.0,9700.0,105000.0,105000.0
-121.253665665,37.959749049,1124,10,4,,SJ,R,18.773,,"STOCKTON, FILBERT STREET",8500.0,121000.0,107000.0,9700.0,105000.0,105000.0
-121.230544414,37.941740598,1125,10,4,,SJ,S,19.986,,SOUTH JCT. RTE. 99,9700.0,105000.0,105000.0,1050.0,11600.0,9400.0
-121.230544414,37.941740598,1126,10,4,,SJ,S,19.986,,SOUTH JCT. RTE. 99,9700.0,105000.0,105000.0,1050.0,11600.0,9400.0
-121.217807832,37.9449049340001,1127,10,4,,SJ,,20.69,,WALKER LANE,1100.0,8100.0,6900.0,720.0,5200.0,4500.0
-121.217807832,37.9449049340001,1128,10,4,,SJ,,20.69,,WALKER LANE,1100.0,8100.0,6900.0,720.0,5200.0,4500.0
-121.148059237,37.9421190730001,1129,10,4,,SJ,,24.87,,JACKTONE ROAD,750.0,7700.0,5800.0,780.0,7600.0,6200.0
-121.148059237,37.9421190730001,1130,10,4,,SJ,,24.87,,JACKTONE ROAD,750.0,7700.0,5800.0,780.0,7600.0,6200.0
-120.999863304,37.930044369,1131,10,4,,SJ,,33.1,,FARMINGTON/ESCALON-BELLOTA RD,900.0,6800.0,5000.0,910.0,8900.0,6200.0
-120.999863304,37.930044369,1132,10,4,,SJ,,33.1,,FARMINGTON/ESCALON-BELLOTA RD,900.0,6800.0,5000.0,910.0,8900.0,6200.0
-120.98082657,37.9301946890001,1133,10,4,,SJ,,34.14,,SONORA ROAD (TO VALLEY HOME),1250.0,6100.0,4250.0,1050.0,12700.0,3850.0
-120.98082657,37.9301946890001,1134,10,4,,SJ,,34.14,,SONORA ROAD (TO VALLEY HOME),1250.0,6100.0,4250.0,1050.0,12700.0,3850.0
-120.92639371,37.9448607950001,1135,10,4,,SJ,,38.059,,SAN JOAQUIN COUNTY/STANISLAUS COUNTY,1050.0,12700.0,3950.0,,,
-120.92639371,37.9448607950001,1136,10,4,,SJ,,38.059,,SAN JOAQUIN COUNTY/STANISLAUS COUNTY,1050.0,12700.0,3950.0,,,
-120.92639371,37.9448607950001,1137,10,4,,STA,,0.0,,SAN JOAQUIN COUNTY/STANISLAUS COUNTY,,,,1050.0,12700.0,3950.0
-120.92639371,37.9448607950001,1138,10,4,,STA,,0.0,,SAN JOAQUIN COUNTY/STANISLAUS COUNTY,,,,1050.0,12700.0,3950.0
-120.843809996,37.9447631570001,1139,10,4,,STA,,4.54,,MILTON ROAD,1250.0,11000.0,4700.0,1000.0,8800.0,5300.0
-120.843809996,37.9447631570001,1140,10,4,,STA,,4.54,,MILTON ROAD,1250.0,11000.0,4700.0,1000.0,8800.0,5300.0
-120.770909512,37.9388163,1141,10,4,,STA,R,8.885,,STANISLAUS/CALAVERAS COUNTY LINE,1000.0,8800.0,7600.0,,,
-120.770909512,37.9388163,1142,10,4,,STA,R,8.885,,STANISLAUS/CALAVERAS COUNTY LINE,1000.0,8800.0,7600.0,,,
-120.770909512,37.9388163,1143,10,4,,CAL,R,0.0,,STANISLAUS/CALAVERAS COUNTY LINE,,,,1100.0,9300.0,7600.0
-120.770909512,37.9388163,1144,10,4,,CAL,R,0.0,,STANISLAUS/CALAVERAS COUNTY LINE,,,,1100.0,9300.0,7600.0
-120.653856939,37.9741557740001,1145,10,4,,CAL,R,7.323,,HODSON ROAD/REEDS TURNPIKE,1050.0,9100.0,5400.0,790.0,7600.0,4350.0
-120.653856939,37.9741557740001,1146,10,4,,CAL,R,7.323,,HODSON ROAD/REEDS TURNPIKE,1050.0,9100.0,5400.0,790.0,7600.0,4350.0
-120.645437707,37.983358009,1147,10,4,,CAL,R,8.143,,O' BYRNES FERRY ROAD,810.0,7900.0,4450.0,680.0,4150.0,4000.0
-120.645437707,37.983358009,1148,10,4,,CAL,R,8.143,,O' BYRNES FERRY ROAD,810.0,7900.0,4450.0,680.0,4150.0,4000.0
-120.471320932,38.097150732,1149,10,4,,CAL,,26.22,,VALLECITO,500.0,9500.0,7900.0,860.0,9700.0,7800.0
-120.471320932,38.097150732,1150,10,4,,CAL,,26.22,,VALLECITO,500.0,9500.0,7900.0,860.0,9700.0,7800.0
-120.456141119,38.1390589660001,1151,10,4,,CAL,,29.62,,BIG TREES/TOMBELL ROADS,890.0,8200.0,7000.0,810.0,8300.0,6800.0
-120.456141119,38.1390589660001,1152,10,4,,CAL,,29.62,,BIG TREES/TOMBELL ROADS,890.0,8200.0,7000.0,810.0,8300.0,6800.0
-120.369781931,38.202976532,1153,10,4,,CAL,,37.35,,"AVERY, MORAN ROAD WEST JUNCTION",850.0,9300.0,7500.0,820.0,8400.0,6700.0
-120.369781931,38.202976532,1154,10,4,,CAL,,37.35,,"AVERY, MORAN ROAD WEST JUNCTION",850.0,9300.0,7500.0,820.0,8400.0,6700.0
-120.349236271,38.25621176,1155,10,4,,CAL,,41.52,,WHITE PINES ROAD,900.0,9300.0,7400.0,930.0,8500.0,6800.0
-120.349236271,38.25621176,1156,10,4,,CAL,,41.52,,WHITE PINES ROAD,900.0,9300.0,7400.0,930.0,8500.0,6800.0
-120.333746265,38.2649826910001,1157,10,4,,CAL,R,42.62,,MORAN ROAD EAST JUNCTION,900.0,7600.0,6000.0,690.0,4500.0,3250.0
-120.333746265,38.2649826910001,1158,10,4,,CAL,R,42.62,,MORAN ROAD EAST JUNCTION,900.0,7600.0,6000.0,690.0,4500.0,3250.0
-120.309954403,38.2772815010001,1159,10,4,,CAL,,44.497,,BIG TREES STATE PARK,690.0,4500.0,2700.0,680.0,3900.0,2550.0
-120.309954403,38.2772815010001,1160,10,4,,CAL,,44.497,,BIG TREES STATE PARK,690.0,4500.0,2700.0,680.0,3900.0,2550.0
-120.276709846,38.3012288830001,1161,10,4,,CAL,R,47.14,,DORRINGTON,800.0,4450.0,2750.0,470.0,2500.0,1650.0
